,Date,AirportName,PercentOfBaseline,Centroid.Latitute,Centroid.Longitude,City,State,ISO_3166_2,Country
3697,2020/3/23,Chicago OHare International,75,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3698,2020/5/10,Chicago OHare International,48,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3699,2020/7/26,Chicago OHare International,58,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3700,2020/8/29,Chicago OHare International,74,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3701,2020/5/24,Chicago OHare International,58,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3702,2020/9/20,Chicago OHare International,62,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3703,2020/6/18,Chicago OHare International,81,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3704,2020/6/2,Chicago OHare International,76,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3705,2020/9/25,Chicago OHare International,76,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3706,2020/5/11,Chicago OHare International,68,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3707,2020/9/19,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3708,2020/5/6,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3709,2020/5/17,Chicago OHare International,62,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3710,2020/6/22,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3711,2020/8/16,Chicago OHare International,68,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3712,2020/4/29,Chicago OHare International,69,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3713,2020/4/11,Chicago OHare International,67,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3714,2020/5/30,Chicago OHare International,74,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3715,2020/4/23,Chicago OHare International,67,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3716,2020/7/16,Chicago OHare International,74,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3717,2020/6/4,Chicago OHare International,82,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3718,2020/9/14,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3719,2020/3/25,Chicago OHare International,79,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3720,2020/3/22,Chicago OHare International,70,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3721,2020/7/13,Chicago OHare International,76,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3722,2020/7/28,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3723,2020/4/30,Chicago OHare International,70,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3724,2020/7/9,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3725,2020/10/16,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3726,2020/10/8,Chicago OHare International,76,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3727,2020/3/20,Chicago OHare International,82,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3728,2020/6/21,Chicago OHare International,58,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3729,2020/5/18,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3730,2020/5/20,Chicago OHare International,75,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3731,2020/10/5,Chicago OHare International,75,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3732,2020/3/18,Chicago OHare International,88,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3733,2020/8/19,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3734,2020/7/5,Chicago OHare International,54,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3735,2020/5/23,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3736,2020/6/10,Chicago OHare International,79,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3737,2020/5/5,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3738,2020/3/31,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3739,2020/10/2,Chicago OHare International,76,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3740,2020/6/3,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3741,2020/6/6,Chicago OHare International,83,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3742,2020/4/6,Chicago OHare International,70,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3743,2020/4/17,Chicago OHare International,64,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3744,2020/8/5,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3745,2020/7/1,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3746,2020/8/7,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3747,2020/6/15,Chicago OHare International,83,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3748,2020/9/17,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3749,2020/6/26,Chicago OHare International,71,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3750,2020/4/2,Chicago OHare International,74,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3751,2020/7/30,Chicago OHare International,81,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3752,2020/9/4,Chicago OHare International,67,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3753,2020/9/26,Chicago OHare International,67,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3754,2020/3/16,Chicago OHare International,94,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3755,2020/8/4,Chicago OHare International,79,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3756,2020/8/11,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3757,2020/9/27,Chicago OHare International,64,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3758,2020/4/8,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3759,2020/8/22,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3760,2020/6/16,Chicago OHare International,76,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3761,2020/8/20,Chicago OHare International,81,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3762,2020/5/14,Chicago OHare International,71,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3763,2020/6/29,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3764,2020/3/30,Chicago OHare International,71,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3765,2020/4/20,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3766,2020/4/5,Chicago OHare International,41,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3767,2020/5/28,Chicago OHare International,80,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3768,2020/9/11,Chicago OHare International,69,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3769,2020/8/15,Chicago OHare International,68,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3770,2020/5/25,Chicago OHare International,25,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3771,2020/10/11,Chicago OHare International,57,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3772,2020/8/21,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3773,2020/10/1,Chicago OHare International,86,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3774,2020/7/3,Chicago OHare International,44,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3775,2020/10/15,Chicago OHare International,84,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3776,2020/4/21,Chicago OHare International,71,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3777,2020/4/9,Chicago OHare International,71,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3778,2020/10/7,Chicago OHare International,81,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3779,2020/7/8,Chicago OHare International,81,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3780,2020/8/10,Chicago OHare International,72,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3781,2020/4/7,Chicago OHare International,70,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3782,2020/4/14,Chicago OHare International,71,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3783,2020/8/30,Chicago OHare International,62,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3784,2020/8/3,Chicago OHare International,74,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3785,2020/9/23,Chicago OHare International,83,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3786,2020/3/26,Chicago OHare International,73,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3787,2020/7/15,Chicago OHare International,73,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3788,2020/6/7,Chicago OHare International,61,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3789,2020/8/28,Chicago OHare International,80,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3790,2020/8/14,Chicago OHare International,77,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3791,2020/6/8,Chicago OHare International,78,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3792,2020/6/20,Chicago OHare International,61,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3793,2020/7/22,Chicago OHare International,75,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3794,2020/5/8,Chicago OHare International,70,-87.9106,41.98046,Chicago,Illinois,US-IL,United States of America (the)
3795,2020/6/11,Boston Logan International ,57,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3796,2020/8/22,Boston Logan International ,69,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3797,2020/8/6,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3798,2020/9/23,Boston Logan International ,77,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3799,2020/7/24,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3800,2020/3/27,Boston Logan International ,72,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3801,2020/10/14,Boston Logan International ,76,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3802,2020/9/17,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3803,2020/5/20,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3804,2020/7/27,Boston Logan International ,71,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3805,2020/5/21,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3806,2020/6/8,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3807,2020/10/5,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3808,2020/5/11,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3809,2020/4/10,Boston Logan International ,57,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3810,2020/3/25,Boston Logan International ,82,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3811,2020/6/4,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3812,2020/3/29,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3813,2020/4/8,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3814,2020/5/18,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3815,2020/5/25,Boston Logan International ,32,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3816,2020/3/28,Boston Logan International ,70,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3817,2020/5/7,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3818,2020/3/17,Boston Logan International ,94,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3819,2020/5/3,Boston Logan International ,53,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3820,2020/4/27,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3821,2020/9/4,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3822,2020/7/25,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3823,2020/6/30,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3824,2020/3/24,Boston Logan International ,79,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3825,2020/5/14,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3826,2020/9/18,Boston Logan International ,75,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3827,2020/9/8,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3828,2020/6/26,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3829,2020/4/14,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3830,2020/3/21,Boston Logan International ,90,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3831,2020/4/26,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3832,2020/5/26,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3833,2020/8/24,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3834,2020/8/18,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3835,2020/6/9,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3836,2020/8/20,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3837,2020/8/15,Boston Logan International ,57,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3838,2020/3/18,Boston Logan International ,93,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3839,2020/9/10,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3840,2020/8/14,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3841,2020/6/7,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3842,2020/7/29,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3843,2020/10/16,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3844,2020/9/12,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3845,2020/6/14,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3846,2020/5/24,Boston Logan International ,47,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3847,2020/9/28,Boston Logan International ,73,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3848,2020/5/22,Boston Logan International ,52,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3849,2020/9/26,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3850,2020/4/13,Boston Logan International ,59,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3851,2020/7/4,Boston Logan International ,51,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3852,2020/10/2,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3853,2020/6/22,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3854,2020/7/11,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3855,2020/5/27,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3856,2020/9/27,Boston Logan International ,73,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3857,2020/8/21,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3858,2020/7/9,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3859,2020/7/19,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3860,2020/8/16,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3861,2020/9/21,Boston Logan International ,70,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3862,2020/8/31,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3863,2020/8/28,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3864,2020/9/13,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3865,2020/6/13,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3866,2020/7/13,Boston Logan International ,70,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3867,2020/5/6,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3868,2020/4/16,Boston Logan International ,53,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3869,2020/4/20,Boston Logan International ,48,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3870,2020/7/2,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3871,2020/8/2,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3872,2020/8/8,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3873,2020/7/26,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3874,2020/5/10,Boston Logan International ,52,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3875,2020/9/14,Boston Logan International ,69,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3876,2020/9/22,Boston Logan International ,71,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3877,2020/10/12,Boston Logan International ,51,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3878,2020/6/21,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3879,2020/4/29,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3880,2020/3/26,Boston Logan International ,76,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3881,2020/8/25,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3882,2020/6/28,Boston Logan International ,59,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3883,2020/10/8,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3884,2020/10/6,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3885,2020/4/28,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3886,2020/9/24,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3887,2020/6/27,Boston Logan International ,54,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3888,2020/7/20,Boston Logan International ,59,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3889,2020/3/22,Boston Logan International ,89,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3890,2020/9/2,Boston Logan International ,75,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3891,2020/9/11,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3892,2020/3/20,Boston Logan International ,89,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3893,2020/7/23,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3894,2020/6/18,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3895,2020/9/29,Boston Logan International ,73,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3896,2020/6/6,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3897,2020/10/1,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3898,2020/4/4,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3899,2020/3/30,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3900,2020/9/6,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3901,2020/10/9,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3902,2020/6/17,Boston Logan International ,62,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3903,2020/4/12,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3904,2020/4/23,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3905,2020/9/3,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3906,2020/5/15,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3907,2020/8/26,Boston Logan International ,76,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3908,2020/8/11,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3909,2020/4/17,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3910,2020/9/30,Boston Logan International ,78,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3911,2020/4/25,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3912,2020/9/9,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3913,2020/6/20,Boston Logan International ,52,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3914,2020/5/31,Boston Logan International ,58,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3915,2020/10/3,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3916,2020/8/9,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3917,2020/8/3,Boston Logan International ,67,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3918,2020/5/2,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3919,2020/8/30,Boston Logan International ,75,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3920,2020/6/19,Boston Logan International ,59,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3921,2020/8/19,Boston Logan International ,70,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3922,2020/7/14,Boston Logan International ,64,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3923,2020/3/16,Boston Logan International ,97,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3924,2020/3/19,Boston Logan International ,80,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3925,2020/4/19,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3926,2020/4/18,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3927,2020/10/10,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3928,2020/4/30,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3929,2020/6/1,Boston Logan International ,69,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3930,2020/4/21,Boston Logan International ,60,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3931,2020/9/15,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3932,2020/6/23,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3933,2020/4/1,Boston Logan International ,66,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3934,2020/5/13,Boston Logan International ,61,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3935,2020/8/23,Boston Logan International ,73,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3936,2020/9/5,Boston Logan International ,59,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3937,2020/5/8,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3938,2020/10/11,Boston Logan International ,65,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3939,2020/10/4,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3940,2020/7/7,Boston Logan International ,68,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3941,2020/7/22,Boston Logan International ,72,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3942,2020/9/19,Boston Logan International ,63,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3943,2020/5/23,Boston Logan International ,51,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3944,2020/3/23,Boston Logan International ,78,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3945,2020/9/20,Boston Logan International ,56,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
3946,2020/5/30,Boston Logan International ,55,-71.01029,42.36363,Boston,Massachusetts,US-MA,United States of America (the)
