,Date,AirportName,PercentOfBaseline,Centroid.Latitute,Centroid.Longitude,City,State,ISO_3166_2,Country
1191,2020/10/5,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1192,2020/4/12,Winnipeg International,52,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1193,2020/6/22,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1194,2020/10/11,Winnipeg International,54,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1195,2020/8/16,Winnipeg International,95,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1196,2020/9/26,Winnipeg International,69,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1197,2020/3/21,Winnipeg International,81,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1198,2020/9/12,Winnipeg International,72,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1199,2020/8/7,Winnipeg International,89,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1200,2020/10/9,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1201,2020/6/5,Winnipeg International,87,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1202,2020/9/4,Winnipeg International,94,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1203,2020/5/3,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1204,2020/9/27,Winnipeg International,63,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1205,2020/3/30,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1206,2020/5/26,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1207,2020/9/19,Winnipeg International,60,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1208,2020/3/26,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1209,2020/8/30,Winnipeg International,59,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1210,2020/4/8,Winnipeg International,93,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1211,2020/6/6,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1212,2020/6/4,Winnipeg International,97,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1213,2020/7/20,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1214,2020/8/24,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1215,2020/4/15,Winnipeg International,94,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1216,2020/9/9,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1217,2020/3/24,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1218,2020/3/31,Winnipeg International,97,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1219,2020/4/6,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1220,2020/10/15,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1221,2020/9/6,Winnipeg International,50,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1222,2020/8/4,Winnipeg International,82,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1223,2020/9/23,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1224,2020/6/29,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1225,2020/6/8,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1226,2020/10/7,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1227,2020/5/12,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1228,2020/4/11,Winnipeg International,29,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1229,2020/5/8,Winnipeg International,89,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1230,2020/9/15,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1231,2020/9/17,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1232,2020/7/27,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1233,2020/8/31,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1234,2020/3/29,Winnipeg International,73,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1235,2020/4/14,Winnipeg International,100,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1236,2020/4/16,Winnipeg International,89,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1237,2020/7/30,Winnipeg International,86,-97.21906,49.90247,Winnipeg,Manitoba,CA-MB,Canada
1238,2020/3/21,Halifax International,38,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1239,2020/6/1,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1240,2020/9/9,Halifax International,67,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1241,2020/4/17,Halifax International,28,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1242,2020/10/14,Halifax International,69,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1243,2020/4/24,Halifax International,34,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1244,2020/5/30,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1245,2020/7/29,Halifax International,64,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1246,2020/5/15,Halifax International,50,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1247,2020/5/16,Halifax International,63,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1248,2020/9/14,Halifax International,63,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1249,2020/8/7,Halifax International,48,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1250,2020/4/30,Halifax International,36,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1251,2020/5/10,Halifax International,26,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1252,2020/4/8,Halifax International,35,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1253,2020/9/4,Halifax International,50,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1254,2020/5/26,Halifax International,73,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1255,2020/7/1,Halifax International,45,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1256,2020/7/23,Halifax International,59,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1257,2020/5/17,Halifax International,79,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1258,2020/10/1,Halifax International,64,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1259,2020/7/6,Halifax International,88,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1260,2020/7/27,Halifax International,71,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1261,2020/3/18,Halifax International,47,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1262,2020/5/14,Halifax International,56,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1263,2020/6/23,Halifax International,81,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1264,2020/3/30,Halifax International,56,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1265,2020/4/28,Halifax International,60,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1266,2020/9/1,Halifax International,53,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1267,2020/10/16,Halifax International,54,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1268,2020/9/15,Halifax International,58,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1269,2020/6/18,Halifax International,68,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1270,2020/6/21,Halifax International,36,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1271,2020/5/25,Halifax International,69,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1272,2020/7/18,Halifax International,38,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1273,2020/4/14,Halifax International,33,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1274,2020/8/28,Halifax International,55,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1275,2020/6/26,Halifax International,65,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1276,2020/7/20,Halifax International,78,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1277,2020/9/30,Halifax International,73,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1278,2020/9/7,Halifax International,12,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1279,2020/7/10,Halifax International,66,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1280,2020/7/15,Halifax International,57,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1281,2020/4/2,Halifax International,41,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1282,2020/5/3,Halifax International,19,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1283,2020/6/28,Halifax International,44,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1284,2020/7/12,Halifax International,61,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1285,2020/7/5,Halifax International,53,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1286,2020/7/11,Halifax International,41,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1287,2020/7/28,Halifax International,56,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1288,2020/8/9,Halifax International,25,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1289,2020/7/25,Halifax International,20,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1290,2020/5/9,Halifax International,25,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1291,2020/4/20,Halifax International,41,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1292,2020/3/25,Halifax International,42,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1293,2020/4/23,Halifax International,30,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1294,2020/8/27,Halifax International,43,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1295,2020/5/5,Halifax International,61,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1296,2020/6/20,Halifax International,48,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1297,2020/7/2,Halifax International,66,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1298,2020/8/23,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1299,2020/5/22,Halifax International,47,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1300,2020/6/12,Halifax International,71,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1301,2020/6/30,Halifax International,80,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1302,2020/5/8,Halifax International,28,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1303,2020/8/19,Halifax International,50,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1304,2020/5/18,Halifax International,46,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1305,2020/8/18,Halifax International,41,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1306,2020/9/18,Halifax International,49,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1307,2020/6/25,Halifax International,78,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1308,2020/7/8,Halifax International,84,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1309,2020/5/29,Halifax International,80,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1310,2020/10/11,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1311,2020/4/7,Halifax International,33,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1312,2020/9/2,Halifax International,55,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1313,2020/9/22,Halifax International,72,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1314,2020/7/24,Halifax International,56,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1315,2020/6/4,Halifax International,40,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1316,2020/6/6,Halifax International,33,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1317,2020/5/11,Halifax International,80,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1318,2020/6/9,Halifax International,83,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1319,2020/5/2,Halifax International,14,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1320,2020/8/26,Halifax International,49,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1321,2020/5/28,Halifax International,73,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1322,2020/7/31,Halifax International,39,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1323,2020/4/29,Halifax International,45,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1324,2020/6/27,Halifax International,35,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1325,2020/3/29,Halifax International,32,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1326,2020/5/31,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1327,2020/7/19,Halifax International,34,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1328,2020/5/20,Halifax International,66,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1329,2020/6/3,Halifax International,77,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1330,2020/10/8,Halifax International,94,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1331,2020/6/8,Halifax International,87,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1332,2020/4/3,Halifax International,35,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1333,2020/8/31,Halifax International,66,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1334,2020/9/10,Halifax International,59,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1335,2020/4/13,Halifax International,34,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1336,2020/6/2,Halifax International,85,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1337,2020/9/19,Halifax International,14,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1338,2020/7/17,Halifax International,60,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1339,2020/6/7,Halifax International,23,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1340,2020/9/24,Halifax International,57,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1341,2020/9/12,Halifax International,38,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1342,2020/9/17,Halifax International,62,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1343,2020/9/25,Halifax International,64,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1344,2020/8/6,Halifax International,47,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1345,2020/5/23,Halifax International,20,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1346,2020/8/10,Halifax International,71,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1347,2020/6/17,Halifax International,84,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1348,2020/3/20,Halifax International,42,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1349,2020/4/22,Halifax International,37,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1350,2020/10/12,Halifax International,17,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1351,2020/4/16,Halifax International,35,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1352,2020/7/9,Halifax International,80,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1353,2020/3/31,Halifax International,49,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1354,2020/5/19,Halifax International,77,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1355,2020/8/8,Halifax International,16,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1356,2020/10/6,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1357,2020/5/6,Halifax International,45,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1358,2020/9/23,Halifax International,38,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1359,2020/8/13,Halifax International,46,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1360,2020/3/26,Halifax International,37,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1361,2020/5/24,Halifax International,30,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1362,2020/8/1,Halifax International,33,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1363,2020/8/15,Halifax International,25,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1364,2020/9/5,Halifax International,27,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1365,2020/5/13,Halifax International,68,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1366,2020/8/30,Halifax International,19,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1367,2020/7/22,Halifax International,67,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1368,2020/3/27,Halifax International,59,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1369,2020/7/13,Halifax International,99,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1370,2020/6/29,Halifax International,92,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1371,2020/7/7,Halifax International,67,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1372,2020/6/16,Halifax International,89,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1373,2020/9/27,Halifax International,32,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1374,2020/9/16,Halifax International,50,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1375,2020/8/4,Halifax International,62,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1376,2020/10/15,Halifax International,67,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1377,2020/4/10,Halifax International,5,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1378,2020/4/18,Halifax International,22,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1379,2020/9/21,Halifax International,83,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1380,2020/6/24,Halifax International,86,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1381,2020/8/29,Halifax International,23,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1382,2020/10/5,Halifax International,96,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1383,2020/8/25,Halifax International,55,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1384,2020/9/29,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1385,2020/8/22,Halifax International,64,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1386,2020/5/4,Halifax International,56,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1387,2020/5/12,Halifax International,71,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1388,2020/7/21,Halifax International,63,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1389,2020/3/16,Halifax International,72,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1390,2020/10/9,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1391,2020/9/8,Halifax International,48,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1392,2020/8/11,Halifax International,44,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1393,2020/3/28,Halifax International,44,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1394,2020/4/9,Halifax International,32,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1395,2020/6/15,Halifax International,96,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1396,2020/10/7,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1397,2020/8/12,Halifax International,52,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1398,2020/5/21,Halifax International,51,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1399,2020/6/14,Halifax International,68,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1400,2020/9/28,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1401,2020/4/21,Halifax International,33,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1402,2020/4/27,Halifax International,43,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1403,2020/9/26,Halifax International,34,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1404,2020/9/11,Halifax International,88,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1405,2020/3/22,Halifax International,26,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1406,2020/4/26,Halifax International,11,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1407,2020/9/3,Halifax International,51,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1408,2020/5/1,Halifax International,35,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1409,2020/8/5,Halifax International,52,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1410,2020/6/11,Halifax International,78,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1411,2020/10/3,Halifax International,22,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1412,2020/7/14,Halifax International,66,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1413,2020/6/22,Halifax International,96,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1414,2020/7/26,Halifax International,23,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1415,2020/5/7,Halifax International,43,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1416,2020/6/19,Halifax International,68,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1417,2020/4/1,Halifax International,30,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1418,2020/8/20,Halifax International,54,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1419,2020/8/24,Halifax International,66,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1420,2020/3/19,Halifax International,38,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1421,2020/7/3,Halifax International,47,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1422,2020/8/14,Halifax International,52,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1423,2020/3/23,Halifax International,54,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1424,2020/6/10,Halifax International,79,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1425,2020/7/4,Halifax International,55,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1426,2020/3/17,Halifax International,56,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1427,2020/8/3,Halifax International,22,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1428,2020/7/30,Halifax International,51,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1429,2020/10/4,Halifax International,25,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1430,2020/7/16,Halifax International,42,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1431,2020/5/27,Halifax International,73,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1432,2020/10/10,Halifax International,100,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1433,2020/3/24,Halifax International,45,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1434,2020/10/13,Halifax International,60,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1435,2020/10/2,Halifax International,68,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1436,2020/4/15,Halifax International,34,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1437,2020/6/13,Halifax International,35,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1438,2020/4/25,Halifax International,11,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1439,2020/6/5,Halifax International,43,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1440,2020/4/6,Halifax International,55,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1441,2020/8/21,Halifax International,58,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1442,2020/4/4,Halifax International,33,-63.51167,44.88302,Halifax,Nova Scotia,CA-NS,Canada
1443,2020/8/27,Toronto Pearson,72,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1444,2020/4/3,Toronto Pearson,56,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1445,2020/10/5,Toronto Pearson,80,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1446,2020/10/13,Toronto Pearson,67,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1447,2020/3/25,Toronto Pearson,65,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1448,2020/7/25,Toronto Pearson,34,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1449,2020/8/15,Toronto Pearson,35,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1450,2020/4/28,Toronto Pearson,59,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1451,2020/10/12,Toronto Pearson,17,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1452,2020/3/19,Toronto Pearson,82,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1453,2020/6/27,Toronto Pearson,43,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1454,2020/5/2,Toronto Pearson,26,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1455,2020/6/17,Toronto Pearson,70,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
1456,2020/9/10,Toronto Pearson,74,-79.63134,43.67935,Mississauga,Ontario,CA-ON,Canada
